TITLE,B19_ZnO_10
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,FCBiR
DATE,22/10/04
TIME,15:19:52
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-1
XUNITS,NANOMETERS
YUNITS,REFLECTANCE
FIRSTX, 1200.0000
LASTX,  300.0000
NPOINTS,     901
FIRSTY,     0.28088
MAXY,     0.50582
MINY,     0.08173
XYDATA
1200.0000,0.280883
1199.0000,0.28738
1198.0000,0.297471
1197.0000,0.293807
1196.0000,0.292843
1195.0000,0.293823
1194.0000,0.287393
1193.0000,0.294719
1192.0000,0.288771
1191.0000,0.286247
1190.0000,0.297422
1189.0000,0.292731
1188.0000,0.287679
1187.0000,0.298401
1186.0000,0.295371
1185.0000,0.286728
1184.0000,0.282133
1183.0000,0.289804
1182.0000,0.292558
1181.0000,0.292737
1180.0000,0.284433
1179.0000,0.299484
1178.0000,0.295938
1177.0000,0.299607
1176.0000,0.292491
1175.0000,0.28867
1174.0000,0.291189
1173.0000,0.293236
1172.0000,0.29589
1171.0000,0.286022
1170.0000,0.298071
1169.0000,0.299389
1168.0000,0.287672
1167.0000,0.289747
1166.0000,0.289377
1165.0000,0.298648
1164.0000,0.291839
1163.0000,0.287257
1162.0000,0.292444
1161.0000,0.298058
1160.0000,0.291493
1159.0000,0.292195
1158.0000,0.286643
1157.0000,0.29129
1156.0000,0.299101
1155.0000,0.29147
1154.0000,0.289846
1153.0000,0.293391
1152.0000,0.29377
1151.0000,0.28747
1150.0000,0.295748
1149.0000,0.290059
1148.0000,0.291039
1147.0000,0.287892
1146.0000,0.285595
1145.0000,0.292882
1144.0000,0.295118
1143.0000,0.290977
1142.0000,0.29565
1141.0000,0.296832
1140.0000,0.292913
1139.0000,0.296953
1138.0000,0.289591
1137.0000,0.294948
1136.0000,0.292078
1135.0000,0.292971
1134.0000,0.298123
1133.0000,0.292725
1132.0000,0.290645
1131.0000,0.291202
1130.0000,0.290635
1129.0000,0.282236
1128.0000,0.287755
1127.0000,0.29218
1126.0000,0.294979
1125.0000,0.291672
1124.0000,0.288747
1123.0000,0.285484
1122.0000,0.287228
1121.0000,0.29219
1120.0000,0.292674
1119.0000,0.291513
1118.0000,0.290742
1117.0000,0.295512
1116.0000,0.288912
1115.0000,0.290949
1114.0000,0.294345
1113.0000,0.293668
1112.0000,0.291426
1111.0000,0.289926
1110.0000,0.287126
1109.0000,0.288302
1108.0000,0.287556
1107.0000,0.290493
1106.0000,0.297585
1105.0000,0.289028
1104.0000,0.288293
1103.0000,0.294469
1102.0000,0.290638
1101.0000,0.288492
1100.0000,0.282064
1099.0000,0.29152
1098.0000,0.287571
1097.0000,0.290625
1096.0000,0.289204
1095.0000,0.287994
1094.0000,0.283164
1093.0000,0.289919
1092.0000,0.293707
