TITLE,B19_ZnO_3
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,FCBiR
DATE,22/10/04
TIME,14:23:14
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-1
XUNITS,NANOMETERS
YUNITS,REFLECTANCE
FIRSTX, 1200.0000
LASTX,  300.0000
NPOINTS,     901
FIRSTY,     0.34159
MAXY,     0.50590
MINY,     0.07021
XYDATA
1200.0000,0.341585
1199.0000,0.332065
1198.0000,0.33197
1197.0000,0.331143
1196.0000,0.335595
1195.0000,0.341627
1194.0000,0.333362
1193.0000,0.335025
1192.0000,0.340696
1191.0000,0.331283
1190.0000,0.33676
1189.0000,0.340862
1188.0000,0.339307
1187.0000,0.334625
1186.0000,0.341713
1185.0000,0.340796
1184.0000,0.342249
1183.0000,0.342363
1182.0000,0.337316
1181.0000,0.338981
1180.0000,0.337332
1179.0000,0.339914
1178.0000,0.340269
1177.0000,0.333637
1176.0000,0.336609
1175.0000,0.343099
1174.0000,0.342944
1173.0000,0.334381
1172.0000,0.339153
1171.0000,0.337788
1170.0000,0.339894
1169.0000,0.336054
1168.0000,0.340025
1167.0000,0.332943
1166.0000,0.337434
1165.0000,0.340229
1164.0000,0.338833
1163.0000,0.338272
1162.0000,0.338901
1161.0000,0.340447
1160.0000,0.340829
1159.0000,0.337759
1158.0000,0.341766
1157.0000,0.340842
1156.0000,0.336959
1155.0000,0.33639
1154.0000,0.336426
1153.0000,0.332983
1152.0000,0.334448
1151.0000,0.338218
1150.0000,0.343621
1149.0000,0.333357
1148.0000,0.340123
1147.0000,0.341549
1146.0000,0.337992
1145.0000,0.340804
1144.0000,0.336418
1143.0000,0.33406
1142.0000,0.330712
1141.0000,0.333794
1140.0000,0.336029
1139.0000,0.335087
1138.0000,0.334929
1137.0000,0.337473
1136.0000,0.338441
1135.0000,0.337163
1134.0000,0.333274
1133.0000,0.343259
1132.0000,0.342687
1131.0000,0.335542
1130.0000,0.335035
1129.0000,0.32876
1128.0000,0.342879
1127.0000,0.338282
1126.0000,0.330892
1125.0000,0.336932
1124.0000,0.332588
1123.0000,0.339796
1122.0000,0.333794
1121.0000,0.334211
1120.0000,0.333275
1119.0000,0.330912
1118.0000,0.338484
1117.0000,0.339446
1116.0000,0.33171
1115.0000,0.335609
1114.0000,0.329606
1113.0000,0.331373
1112.0000,0.332783
1111.0000,0.324995
1110.0000,0.334573
1109.0000,0.330885
1108.0000,0.334316
1107.0000,0.327996
1106.0000,0.330749
1105.0000,0.335858
1104.0000,0.330851
1103.0000,0.32874
1102.0000,0.327608
1101.0000,0.334692
1100.0000,0.33703
1099.0000,0.338608
1098.0000,0.331333
1097.0000,0.332242
1096.0000,0.32696
1095.0000,0.330921
1094.0000,0.332812
1093.0000,0.330878
1092.0000,0.331732
