TITLE,B19_ZnO_6
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,FCBiR
DATE,22/10/04
TIME,14:49:47
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-1
XUNITS,NANOMETERS
YUNITS,REFLECTANCE
FIRSTX, 1200.0000
LASTX,  300.0000
NPOINTS,     901
FIRSTY,     0.26405
MAXY,     0.50793
MINY,     0.09821
XYDATA
1200.0000,0.264052
1199.0000,0.270037
1198.0000,0.265619
1197.0000,0.27079
1196.0000,0.26917
1195.0000,0.273426
1194.0000,0.265984
1193.0000,0.26919
1192.0000,0.267167
1191.0000,0.26875
1190.0000,0.268779
1189.0000,0.272889
1188.0000,0.270027
1187.0000,0.27301
1186.0000,0.271987
1185.0000,0.271317
1184.0000,0.269545
1183.0000,0.268158
1182.0000,0.267677
1181.0000,0.27092
1180.0000,0.275679
1179.0000,0.263992
1178.0000,0.265125
1177.0000,0.270307
1176.0000,0.270917
1175.0000,0.266141
1174.0000,0.27195
1173.0000,0.264856
1172.0000,0.261103
1171.0000,0.270469
1170.0000,0.269357
1169.0000,0.26954
1168.0000,0.273424
1167.0000,0.272741
1166.0000,0.273286
1165.0000,0.274021
1164.0000,0.270403
1163.0000,0.272478
1162.0000,0.271045
1161.0000,0.272447
1160.0000,0.266583
1159.0000,0.269747
1158.0000,0.272782
1157.0000,0.269971
1156.0000,0.261916
1155.0000,0.269829
1154.0000,0.26991
1153.0000,0.269515
1152.0000,0.265751
1151.0000,0.269044
1150.0000,0.269803
1149.0000,0.267277
1148.0000,0.2689
1147.0000,0.267004
1146.0000,0.266499
1145.0000,0.271187
1144.0000,0.279256
1143.0000,0.268625
1142.0000,0.265897
1141.0000,0.268558
1140.0000,0.273892
1139.0000,0.270496
1138.0000,0.263407
1137.0000,0.270434
1136.0000,0.271007
1135.0000,0.269171
1134.0000,0.270357
1133.0000,0.273194
1132.0000,0.271778
1131.0000,0.270854
1130.0000,0.269483
1129.0000,0.277534
1128.0000,0.273373
1127.0000,0.266313
1126.0000,0.267111
1125.0000,0.272572
1124.0000,0.263936
1123.0000,0.268982
1122.0000,0.26774
1121.0000,0.270078
1120.0000,0.273535
1119.0000,0.268518
1118.0000,0.274811
1117.0000,0.26584
1116.0000,0.268159
1115.0000,0.271411
1114.0000,0.275304
1113.0000,0.272729
1112.0000,0.265908
1111.0000,0.272197
1110.0000,0.273653
1109.0000,0.268763
1108.0000,0.26914
1107.0000,0.269083
1106.0000,0.264205
1105.0000,0.275373
1104.0000,0.274408
1103.0000,0.272264
1102.0000,0.26989
1101.0000,0.267277
1100.0000,0.263698
1099.0000,0.271262
1098.0000,0.268564
1097.0000,0.27599
1096.0000,0.271557
1095.0000,0.27715
1094.0000,0.267858
1093.0000,0.268012
1092.0000,0.266245
