TITLE,B19_ZnO_18
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,FCBiR
DATE,22/10/10
TIME,10:04:45
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-1
XUNITS,NANOMETERS
YUNITS,REFLECTANCE
FIRSTX, 1200.0000
LASTX,  300.0000
NPOINTS,     901
FIRSTY,     0.29378
MAXY,     0.62796
MINY,     0.08252
XYDATA
1200.0000,0.293782
1199.0000,0.293329
1198.0000,0.289422
1197.0000,0.291316
1196.0000,0.296334
1195.0000,0.298509
1194.0000,0.293528
1193.0000,0.30056
1192.0000,0.287939
1191.0000,0.291496
1190.0000,0.296871
1189.0000,0.304911
1188.0000,0.300901
1187.0000,0.293412
1186.0000,0.293598
1185.0000,0.294069
1184.0000,0.302846
1183.0000,0.291951
1182.0000,0.297625
1181.0000,0.296029
1180.0000,0.294531
1179.0000,0.290894
1178.0000,0.287333
1177.0000,0.300298
1176.0000,0.299167
1175.0000,0.294315
1174.0000,0.299397
1173.0000,0.296421
1172.0000,0.296117
1171.0000,0.2913
1170.0000,0.294754
1169.0000,0.293156
1168.0000,0.292307
1167.0000,0.297377
1166.0000,0.292685
1165.0000,0.292661
1164.0000,0.300859
1163.0000,0.296895
1162.0000,0.291974
1161.0000,0.293508
1160.0000,0.293174
1159.0000,0.297595
1158.0000,0.293342
1157.0000,0.295728
1156.0000,0.297911
1155.0000,0.294855
1154.0000,0.29752
1153.0000,0.291108
1152.0000,0.288946
1151.0000,0.299116
1150.0000,0.289088
1149.0000,0.292315
1148.0000,0.293415
1147.0000,0.298705
1146.0000,0.294895
1145.0000,0.299353
1144.0000,0.293184
1143.0000,0.301543
1142.0000,0.294717
1141.0000,0.291178
1140.0000,0.289573
1139.0000,0.29576
1138.0000,0.287717
1137.0000,0.293878
1136.0000,0.293727
1135.0000,0.295299
1134.0000,0.293881
1133.0000,0.293227
1132.0000,0.296396
1131.0000,0.298238
1130.0000,0.302999
1129.0000,0.295143
1128.0000,0.301227
1127.0000,0.296519
1126.0000,0.30323
1125.0000,0.299675
1124.0000,0.295707
1123.0000,0.295175
1122.0000,0.302219
1121.0000,0.292508
1120.0000,0.297871
1119.0000,0.296244
1118.0000,0.296789
1117.0000,0.296205
1116.0000,0.29428
1115.0000,0.298833
1114.0000,0.294406
1113.0000,0.300385
1112.0000,0.295165
1111.0000,0.296128
1110.0000,0.293216
1109.0000,0.294939
1108.0000,0.294272
1107.0000,0.292848
1106.0000,0.293664
1105.0000,0.293476
1104.0000,0.295099
1103.0000,0.296268
1102.0000,0.296832
1101.0000,0.293615
1100.0000,0.293421
1099.0000,0.295192
1098.0000,0.298639
1097.0000,0.294884
1096.0000,0.295478
1095.0000,0.298588
1094.0000,0.291023
1093.0000,0.293213
1092.0000,0.290584
