TITLE,B19_ZnO_9
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,FCBiR
DATE,22/10/04
TIME,15:11:54
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-1
XUNITS,NANOMETERS
YUNITS,REFLECTANCE
FIRSTX, 1200.0000
LASTX,  300.0000
NPOINTS,     901
FIRSTY,     0.29072
MAXY,     0.50207
MINY,     0.08881
XYDATA
1200.0000,0.29072
1199.0000,0.285866
1198.0000,0.292067
1197.0000,0.295691
1196.0000,0.291032
1195.0000,0.289716
1194.0000,0.292592
1193.0000,0.285945
1192.0000,0.292988
1191.0000,0.295767
1190.0000,0.294307
1189.0000,0.289813
1188.0000,0.294886
1187.0000,0.291748
1186.0000,0.294352
1185.0000,0.297043
1184.0000,0.290756
1183.0000,0.299679
1182.0000,0.290188
1181.0000,0.290324
1180.0000,0.296156
1179.0000,0.294381
1178.0000,0.299115
1177.0000,0.290688
1176.0000,0.293766
1175.0000,0.299566
1174.0000,0.2923
1173.0000,0.297004
1172.0000,0.293398
1171.0000,0.294485
1170.0000,0.298178
1169.0000,0.295477
1168.0000,0.296232
1167.0000,0.298469
1166.0000,0.297777
1165.0000,0.293815
1164.0000,0.293354
1163.0000,0.294387
1162.0000,0.295669
1161.0000,0.295283
1160.0000,0.302712
1159.0000,0.296049
1158.0000,0.294481
1157.0000,0.288564
1156.0000,0.291345
1155.0000,0.287715
1154.0000,0.296586
1153.0000,0.293574
1152.0000,0.299324
1151.0000,0.293326
1150.0000,0.293793
1149.0000,0.299953
1148.0000,0.292714
1147.0000,0.297146
1146.0000,0.291604
1145.0000,0.290453
1144.0000,0.291523
1143.0000,0.293125
1142.0000,0.29224
1141.0000,0.29376
1140.0000,0.295898
1139.0000,0.286877
1138.0000,0.293697
1137.0000,0.298543
1136.0000,0.291334
1135.0000,0.29423
1134.0000,0.291788
1133.0000,0.296488
1132.0000,0.293434
1131.0000,0.295937
1130.0000,0.297512
1129.0000,0.295406
1128.0000,0.298316
1127.0000,0.293826
1126.0000,0.290486
1125.0000,0.287928
1124.0000,0.296043
1123.0000,0.303962
1122.0000,0.29673
1121.0000,0.296492
1120.0000,0.287541
1119.0000,0.291664
1118.0000,0.293897
1117.0000,0.300524
1116.0000,0.29864
1115.0000,0.29502
1114.0000,0.295937
1113.0000,0.300311
1112.0000,0.291792
1111.0000,0.297637
1110.0000,0.291332
1109.0000,0.297238
1108.0000,0.294994
1107.0000,0.291998
1106.0000,0.294815
1105.0000,0.291321
1104.0000,0.299205
1103.0000,0.29527
1102.0000,0.294227
1101.0000,0.294485
1100.0000,0.287503
1099.0000,0.29779
1098.0000,0.290724
1097.0000,0.289135
1096.0000,0.28977
1095.0000,0.292615
1094.0000,0.289028
1093.0000,0.296319
1092.0000,0.29182
