TITLE,B20_ZnO_4
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,FCBiR
DATE,22/10/10
TIME,10:55:13
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-1
XUNITS,NANOMETERS
YUNITS,REFLECTANCE
FIRSTX, 1200.0000
LASTX,  300.0000
NPOINTS,     901
FIRSTY,     0.31819
MAXY,     0.62816
MINY,     0.09831
XYDATA
1200.0000,0.318194
1199.0000,0.316814
1198.0000,0.319124
1197.0000,0.319428
1196.0000,0.323914
1195.0000,0.309643
1194.0000,0.316974
1193.0000,0.31724
1192.0000,0.318968
1191.0000,0.326911
1190.0000,0.315877
1189.0000,0.325123
1188.0000,0.323885
1187.0000,0.319554
1186.0000,0.314946
1185.0000,0.322187
1184.0000,0.326947
1183.0000,0.321027
1182.0000,0.323626
1181.0000,0.318657
1180.0000,0.312682
1179.0000,0.321688
1178.0000,0.322305
1177.0000,0.320114
1176.0000,0.31607
1175.0000,0.324375
1174.0000,0.319065
1173.0000,0.316837
1172.0000,0.321761
1171.0000,0.324152
1170.0000,0.323747
1169.0000,0.325463
1168.0000,0.312316
1167.0000,0.317604
1166.0000,0.321299
1165.0000,0.320837
1164.0000,0.31893
1163.0000,0.315611
1162.0000,0.31819
1161.0000,0.326405
1160.0000,0.318049
1159.0000,0.323895
1158.0000,0.321943
1157.0000,0.321169
1156.0000,0.316504
1155.0000,0.316853
1154.0000,0.321224
1153.0000,0.321041
1152.0000,0.319768
1151.0000,0.322827
1150.0000,0.317611
1149.0000,0.320695
1148.0000,0.322601
1147.0000,0.320544
1146.0000,0.32002
1145.0000,0.322336
1144.0000,0.320702
1143.0000,0.327756
1142.0000,0.319012
1141.0000,0.322774
1140.0000,0.329472
1139.0000,0.328945
1138.0000,0.315281
1137.0000,0.322675
1136.0000,0.321333
1135.0000,0.320361
1134.0000,0.320369
1133.0000,0.32458
1132.0000,0.322059
1131.0000,0.318657
1130.0000,0.324885
1129.0000,0.319276
1128.0000,0.322597
1127.0000,0.319139
1126.0000,0.31944
1125.0000,0.32001
1124.0000,0.321555
1123.0000,0.325197
1122.0000,0.32341
1121.0000,0.32276
1120.0000,0.323251
1119.0000,0.323756
1118.0000,0.32342
1117.0000,0.317611
1116.0000,0.32254
1115.0000,0.325525
1114.0000,0.317922
1113.0000,0.321731
1112.0000,0.318202
1111.0000,0.31926
1110.0000,0.318582
1109.0000,0.315555
1108.0000,0.320892
1107.0000,0.321725
1106.0000,0.315689
1105.0000,0.321475
1104.0000,0.319549
1103.0000,0.311552
1102.0000,0.320888
1101.0000,0.319127
1100.0000,0.313354
1099.0000,0.312401
1098.0000,0.316911
1097.0000,0.317752
1096.0000,0.325827
1095.0000,0.315563
1094.0000,0.318392
1093.0000,0.317328
1092.0000,0.314444
