TITLE,B19_ZnO_13
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,FCBiR
DATE,22/10/04
TIME,15:33:59
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-1
XUNITS,NANOMETERS
YUNITS,REFLECTANCE
FIRSTX, 1200.0000
LASTX,  300.0000
NPOINTS,     901
FIRSTY,     0.27472
MAXY,     0.50699
MINY,     0.10486
XYDATA
1200.0000,0.274723
1199.0000,0.27774
1198.0000,0.283054
1197.0000,0.28142
1196.0000,0.281785
1195.0000,0.28432
1194.0000,0.283678
1193.0000,0.280449
1192.0000,0.284314
1191.0000,0.284682
1190.0000,0.287554
1189.0000,0.287051
1188.0000,0.279412
1187.0000,0.28293
1186.0000,0.278446
1185.0000,0.282755
1184.0000,0.289922
1183.0000,0.291708
1182.0000,0.274287
1181.0000,0.280626
1180.0000,0.281386
1179.0000,0.283618
1178.0000,0.281492
1177.0000,0.28613
1176.0000,0.281661
1175.0000,0.285763
1174.0000,0.284758
1173.0000,0.278852
1172.0000,0.282876
1171.0000,0.281774
1170.0000,0.274374
1169.0000,0.284391
1168.0000,0.282526
1167.0000,0.279794
1166.0000,0.291316
1165.0000,0.285332
1164.0000,0.283702
1163.0000,0.295609
1162.0000,0.284603
1161.0000,0.284367
1160.0000,0.281375
1159.0000,0.280752
1158.0000,0.279888
1157.0000,0.286013
1156.0000,0.287778
1155.0000,0.282237
1154.0000,0.289019
1153.0000,0.283424
1152.0000,0.280434
1151.0000,0.288607
1150.0000,0.280592
1149.0000,0.288593
1148.0000,0.28218
1147.0000,0.281107
1146.0000,0.281436
1145.0000,0.277843
1144.0000,0.286498
1143.0000,0.282534
1142.0000,0.280363
1141.0000,0.279752
1140.0000,0.287228
1139.0000,0.279614
1138.0000,0.288071
1137.0000,0.286178
1136.0000,0.285248
1135.0000,0.285197
1134.0000,0.277426
1133.0000,0.289183
1132.0000,0.283976
1131.0000,0.283604
1130.0000,0.283918
1129.0000,0.281718
1128.0000,0.285261
1127.0000,0.279747
1126.0000,0.278122
1125.0000,0.282104
1124.0000,0.279691
1123.0000,0.285923
1122.0000,0.286006
1121.0000,0.283164
1120.0000,0.279218
1119.0000,0.278266
1118.0000,0.278607
1117.0000,0.280907
1116.0000,0.284153
1115.0000,0.279207
1114.0000,0.285291
1113.0000,0.282262
1112.0000,0.286335
1111.0000,0.281392
1110.0000,0.281554
1109.0000,0.280168
1108.0000,0.280028
1107.0000,0.282946
1106.0000,0.285583
1105.0000,0.277704
1104.0000,0.27504
1103.0000,0.282319
1102.0000,0.289906
1101.0000,0.279917
1100.0000,0.278588
1099.0000,0.276349
1098.0000,0.288587
1097.0000,0.283486
1096.0000,0.277806
1095.0000,0.281276
1094.0000,0.280344
1093.0000,0.282306
1092.0000,0.28679
