TITLE,B19_ZnO_17
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,FCBiR
DATE,22/10/05
TIME,10:27:58
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-1
XUNITS,NANOMETERS
YUNITS,REFLECTANCE
FIRSTX, 1200.0000
LASTX,  300.0000
NPOINTS,     901
FIRSTY,     0.29424
MAXY,     0.66064
MINY,     0.10586
XYDATA
1200.0000,0.294238
1199.0000,0.299035
1198.0000,0.300196
1197.0000,0.292966
1196.0000,0.294454
1195.0000,0.29548
1194.0000,0.294184
1193.0000,0.293869
1192.0000,0.294876
1191.0000,0.29588
1190.0000,0.292167
1189.0000,0.299957
1188.0000,0.294985
1187.0000,0.293427
1186.0000,0.293533
1185.0000,0.292675
1184.0000,0.299475
1183.0000,0.299488
1182.0000,0.291811
1181.0000,0.298676
1180.0000,0.293106
1179.0000,0.296611
1178.0000,0.298746
1177.0000,0.296939
1176.0000,0.297997
1175.0000,0.301137
1174.0000,0.299016
1173.0000,0.298922
1172.0000,0.29375
1171.0000,0.297385
1170.0000,0.301439
1169.0000,0.295069
1168.0000,0.30277
1167.0000,0.295788
1166.0000,0.292968
1165.0000,0.301228
1164.0000,0.290869
1163.0000,0.29254
1162.0000,0.302592
1161.0000,0.298995
1160.0000,0.306053
1159.0000,0.290218
1158.0000,0.302999
1157.0000,0.289773
1156.0000,0.303547
1155.0000,0.297336
1154.0000,0.293868
1153.0000,0.302217
1152.0000,0.29979
1151.0000,0.295936
1150.0000,0.295644
1149.0000,0.299623
1148.0000,0.293772
1147.0000,0.293601
1146.0000,0.299995
1145.0000,0.297958
1144.0000,0.295218
1143.0000,0.293473
1142.0000,0.30221
1141.0000,0.300636
1140.0000,0.29713
1139.0000,0.297835
1138.0000,0.291792
1137.0000,0.297461
1136.0000,0.297869
1135.0000,0.299648
1134.0000,0.293682
1133.0000,0.294871
1132.0000,0.292562
1131.0000,0.303171
1130.0000,0.294861
1129.0000,0.293513
1128.0000,0.291734
1127.0000,0.293786
1126.0000,0.295942
1125.0000,0.298204
1124.0000,0.298777
1123.0000,0.298249
1122.0000,0.291815
1121.0000,0.300498
1120.0000,0.298932
1119.0000,0.298365
1118.0000,0.294475
1117.0000,0.291345
1116.0000,0.290865
1115.0000,0.293612
1114.0000,0.297931
1113.0000,0.295143
1112.0000,0.295156
1111.0000,0.291742
1110.0000,0.300849
1109.0000,0.292084
1108.0000,0.29959
1107.0000,0.296018
1106.0000,0.297825
1105.0000,0.296827
1104.0000,0.295021
1103.0000,0.294837
1102.0000,0.2985
1101.0000,0.300845
1100.0000,0.291985
1099.0000,0.290975
1098.0000,0.29837
1097.0000,0.299626
1096.0000,0.29679
1095.0000,0.284475
1094.0000,0.299495
1093.0000,0.293109
1092.0000,0.299825
