TITLE,B19_ZnO_7
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,FCBiR
DATE,22/10/04
TIME,14:56:56
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-1
XUNITS,NANOMETERS
YUNITS,REFLECTANCE
FIRSTX, 1200.0000
LASTX,  300.0000
NPOINTS,     901
FIRSTY,     0.32770
MAXY,     0.53476
MINY,     0.11020
XYDATA
1200.0000,0.3277
1199.0000,0.333451
1198.0000,0.330547
1197.0000,0.331996
1196.0000,0.331787
1195.0000,0.328854
1194.0000,0.336362
1193.0000,0.33868
1192.0000,0.332159
1191.0000,0.32869
1190.0000,0.334278
1189.0000,0.336177
1188.0000,0.332772
1187.0000,0.329893
1186.0000,0.334849
1185.0000,0.336569
1184.0000,0.330875
1183.0000,0.337063
1182.0000,0.336173
1181.0000,0.334034
1180.0000,0.337404
1179.0000,0.336944
1178.0000,0.336076
1177.0000,0.332737
1176.0000,0.333143
1175.0000,0.336987
1174.0000,0.333478
1173.0000,0.340532
1172.0000,0.334132
1171.0000,0.337009
1170.0000,0.32958
1169.0000,0.33705
1168.0000,0.330775
1167.0000,0.333635
1166.0000,0.332666
1165.0000,0.330771
1164.0000,0.335099
1163.0000,0.337448
1162.0000,0.328453
1161.0000,0.336716
1160.0000,0.332857
1159.0000,0.335905
1158.0000,0.330751
1157.0000,0.333989
1156.0000,0.327266
1155.0000,0.334615
1154.0000,0.331091
1153.0000,0.332402
1152.0000,0.327504
1151.0000,0.332011
1150.0000,0.334876
1149.0000,0.333638
1148.0000,0.335258
1147.0000,0.325801
1146.0000,0.333435
1145.0000,0.335856
1144.0000,0.334165
1143.0000,0.3294
1142.0000,0.335461
1141.0000,0.331918
1140.0000,0.333463
1139.0000,0.325731
1138.0000,0.327937
1137.0000,0.333831
1136.0000,0.333172
1135.0000,0.334262
1134.0000,0.33266
1133.0000,0.341066
1132.0000,0.330272
1131.0000,0.335033
1130.0000,0.32917
1129.0000,0.332179
1128.0000,0.324632
1127.0000,0.332354
1126.0000,0.330159
1125.0000,0.331502
1124.0000,0.329131
1123.0000,0.333313
1122.0000,0.327845
1121.0000,0.331726
1120.0000,0.333257
1119.0000,0.330396
1118.0000,0.325613
1117.0000,0.327991
1116.0000,0.327314
1115.0000,0.332359
1114.0000,0.329221
1113.0000,0.329662
1112.0000,0.327809
1111.0000,0.324087
1110.0000,0.323834
1109.0000,0.322873
1108.0000,0.322978
1107.0000,0.328552
1106.0000,0.321494
1105.0000,0.328515
1104.0000,0.321566
1103.0000,0.329478
1102.0000,0.326909
1101.0000,0.321433
1100.0000,0.327678
1099.0000,0.322524
1098.0000,0.326523
1097.0000,0.320392
1096.0000,0.325949
1095.0000,0.324186
1094.0000,0.323921
1093.0000,0.323435
1092.0000,0.31929
